Description of the power network constraints:
4 Set Declarations
    L : Size=1, Index=None, Ordered=Insertion
        Key  : Dimen : Domain : Size : Members
        None :     1 :    Any :   32 : {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32}
    LINES : Size=1, Index=None, Ordered=Insertion
        Key  : Dimen : Domain : Size : Members
        None :     3 :    Any :   32 : {(1, 0, 1), (2, 1, 2), (3, 2, 3), (4, 3, 4), (5, 4, 5), (6, 5, 6), (7, 6, 7), (8, 7, 8), (9, 8, 9), (10, 9, 10), (11, 10, 11), (12, 11, 12), (13, 12, 13), (14, 13, 14), (15, 14, 15), (16, 15, 16), (17, 16, 17), (18, 1, 18), (19, 18, 19), (20, 19, 20), (21, 20, 21), (22, 2, 22), (23, 22, 23), (24, 23, 24), (25, 5, 25), (26, 25, 26), (27, 26, 27), (28, 27, 28), (29, 28, 29), (30, 29, 30), (31, 30, 31), (32, 31, 32)}
    N : Size=1, Index=None, Ordered=Insertion
        Key  : Dimen : Domain : Size : Members
        None :     1 :    Any :   33 : {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32}
    T : Size=1, Index=None, Ordered=Insertion
        Key  : Dimen : Domain : Size : Members
        None :     1 :    Any :   48 : {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48}

2 Param Declarations
    Activedemand : Size=1584, Index=N*T, Domain=Any, Default=None, Mutable=True
        Key      : Value
          (0, 1) :                0.0
         (9, 20) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 21) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 22) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 23) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 24) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 25) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 26) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 27) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 28) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 29) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 30) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 31) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 32) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 33) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 34) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 35) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 36) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 37) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 38) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 39) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 40) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 41) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 42) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 43) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 44) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 45) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 46) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 47) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (9, 48) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (10, 1) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (10, 2) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (10, 3) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (10, 4) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (10, 5) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (10, 6) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (10, 7) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (10, 8) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (10, 9) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 10) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 11) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 12) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 13) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 14) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 15) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 16) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 17) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 18) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 19) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 20) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 21) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 22) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 23) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 24) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 25) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 26) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 27) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 28) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 29) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 30) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 31) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 32) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 33) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 34) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 35) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 36) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 37) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 38) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 39) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 40) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 41) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 42) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 43) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 44) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 45) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 46) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 47) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (10, 48) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (11, 1) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (11, 2) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (11, 3) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (11, 4) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (11, 5) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (11, 6) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (11, 7) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (11, 8) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (11, 9) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 10) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 11) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 12) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 13) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 14) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 15) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 16) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 17) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 18) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 19) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 20) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 21) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 22) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 23) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 24) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 25) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 26) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 27) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 28) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 29) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 30) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 31) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 32) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 33) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 34) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 35) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 36) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 37) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 38) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 39) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 40) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 41) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 42) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 43) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 44) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 45) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 46) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 47) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (11, 48) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (12, 1) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (12, 2) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (12, 3) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (12, 4) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (12, 5) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (12, 6) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (12, 7) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (12, 8) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (12, 9) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 10) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 11) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 12) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 13) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 14) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 15) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 16) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 17) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 18) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 19) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 20) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 21) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 22) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 23) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 24) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 25) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 26) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 27) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 28) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 29) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 30) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 31) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 32) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 33) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 34) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 35) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 36) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 37) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 38) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 39) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 40) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 41) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 42) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 43) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 44) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 45) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 46) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 47) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (12, 48) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (13, 1) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (13, 2) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (13, 3) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (13, 4) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (13, 5) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (13, 6) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (13, 7) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (13, 8) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (13, 9) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 10) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 11) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 12) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 13) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 14) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 15) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 16) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 17) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 18) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 19) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 20) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 21) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 22) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 23) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 24) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 25) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 26) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 27) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 28) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 29) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 30) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 31) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 32) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 33) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 34) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 35) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 36) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 37) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 38) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 39) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 40) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 41) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 42) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 43) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 44) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 45) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 46) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 47) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (13, 48) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (14, 1) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (14, 2) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (14, 3) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (14, 4) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (14, 5) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (14, 6) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (14, 7) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (14, 8) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (14, 9) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 10) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 11) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 12) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 13) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 14) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 15) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 16) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 17) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 18) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 19) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 20) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 21) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 22) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 23) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 24) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 25) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 26) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 27) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 28) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 29) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 30) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 31) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 32) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 33) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 34) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 35) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 36) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 37) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 38) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 39) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 40) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 41) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 42) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 43) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 44) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 45) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 46) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 47) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (14, 48) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (15, 1) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (15, 2) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (15, 3) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (15, 4) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (15, 5) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (15, 6) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (15, 7) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (15, 8) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (15, 9) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 10) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 11) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 12) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 13) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 14) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 15) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 16) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 17) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 18) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 19) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 20) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 21) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 22) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 23) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 24) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 25) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 26) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 27) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 28) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 29) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 30) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 31) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 32) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 33) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 34) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 35) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 36) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 37) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 38) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 39) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 40) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 41) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 42) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 43) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 44) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 45) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 46) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 47) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (15, 48) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (16, 1) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (16, 2) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (16, 3) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (16, 4) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (16, 5) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (16, 6) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (16, 7) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (16, 8) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (16, 9) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 10) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 11) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 12) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 13) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 14) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 15) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 16) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 17) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 18) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 19) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 20) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 21) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 22) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 23) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 24) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 25) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 26) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 27) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 28) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 29) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 30) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 31) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 32) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 33) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 34) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 35) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 36) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 37) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 38) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 39) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 40) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 41) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 42) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 43) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 44) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 45) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 46) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 47) :     0 :                 0.0 :  None : False : False : NonNegativeReals
        (16, 48) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (17, 1) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (17, 2) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (17, 3) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (17, 4) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (17, 5) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (17, 6) :     0 :                 0.0 :  None : False : False : NonNegativeReals
         (17, 7) :     0 :                 0.0 :  None : False : False : NonNegativeReals
